transaction_date,voucher_number,ref_number,narration,chart_of_acc_head,account_head_group,Debit,Credit,Voucher_Type,group_no,group_name,_clean_text
2022-08-04,CPV220800224,BD-0333,"Medical expenses of Narayan Chandra Saha, Daily Labour ( Tk.258) & Md. Mahbubur Rahman, CW-2207 ( Tk. 3792) for leg & Shoulder injury purpose.",Fac Medical & Acc. Exp-General,Fac Medical Expenses,4050.0,0.0000,Payment[Cash],24,group_24,fac medical & acc. exp-general
2022-08-04,CPV220800224,BD-0333,"Medical expenses of Narayan Chandra Saha, Daily Labour ( Tk.258) & Md. Mahbubur Rahman, CW-2207 ( Tk. 3792) for leg & Shoulder injury purpose.",Bogra Plant Cash,Cash-in-Hand,0.0,4050.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800224,ND-0280,House rent  paid for the month of july\' 2022.,Staff House Rent Payable,Liabilities for Expenses,89700.0,0.0000,Payment[Cash],32,group_32,staff house rent payable
2022-08-04,CPV220800224,ND-0280,House rent  paid for the month of july\' 2022.,Nandigram Plant Cash,Cash-in-Hand,0.0,89700.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800225,BD-0334,Amount paid to maints of forklift.,Repairs & Maint-Forklift,Fac Repairs Maintenance,4360.0,0.0000,Payment[Cash],3,group_3,repairs & maint-forklift
2022-08-04,CPV220800225,BD-0334,Amount paid to maints of forklift.,Bogra Plant Cash,Cash-in-Hand,0.0,4360.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800225,ND-0281,"Car allowance paid to Mr. Ataul Haque Mohon, Sr. GM ( PIC ) and Mr. Padmalochan Sharma, GM Mechanical for the month of July\' 2022.",Fac Car Allowance,Fac Salary & Allowance,96000.0,0.0000,Payment[Cash],59,group_59,fac car allowance
2022-08-04,CPV220800225,ND-0281,"Car allowance paid to Mr. Ataul Haque Mohon, Sr. GM ( PIC ) and Mr. Padmalochan Sharma, GM Mechanical for the month of July\' 2022.",Nandigram Plant Cash,Cash-in-Hand,0.0,96000.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800226,BD-0335,"Truck fare for carrying Maize, L/C# 074922020217.",Carriage Inward-Import,Carriage Inword-Import,80840.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800226,BD-0335,"Truck fare for carrying Maize, L/C# 074922020217.",Bogra Plant Cash,Cash-in-Hand,0.0,80840.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800226,ND-0282,"Stamp for cash payment salary, wages for the month of July\' 2022.","Fac Postage,Stamp & Courier",Factory Overhead (Indirect),4060.0,0.0000,Payment[Cash],36,group_36,fac postage stamp & courier
2022-08-04,CPV220800226,ND-0282,"Stamp for cash payment salary, wages for the month of July\' 2022.",Nandigram Plant Cash,Cash-in-Hand,0.0,4060.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800227,BD-0336,"Truck fare for carrying Maize, L/C# 154422020359.",Carriage Inward-Import,Carriage Inword-Import,21990.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800227,BD-0336,"Truck fare for carrying Maize, L/C# 154422020359.",Bogra Plant Cash,Cash-in-Hand,0.0,21990.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800227,ND-0283,Bank deposit for advance income tax paid Tk. 0.60% on the price of 9000 liters diesel.,AP Supplier Payable,Sundry Creditors,4170.0,0.0000,Payment[Cash],23,group_23,ap supplier payable
2022-08-04,CPV220800227,ND-0283,Bank deposit for advance income tax paid Tk. 0.60% on the price of 9000 liters diesel.,Nandigram Plant Cash,Cash-in-Hand,0.0,4170.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800228,BD-0337,"Truck fare for carrying Maize, L/C# 222822021397.",Carriage Inward-Import,Carriage Inword-Import,22310.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800228,BD-0337,"Truck fare for carrying Maize, L/C# 222822021397.",Bogra Plant Cash,Cash-in-Hand,0.0,22310.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800229,BD-0338,"Truck fare for carrying Maize, L/C# 249022021506/71679.",Carriage Inward-Import,Carriage Inword-Import,102480.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800229,BD-0338,"Truck fare for carrying Maize, L/C# 249022021506/71679.",Bogra Plant Cash,Cash-in-Hand,0.0,102480.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800230,BD-0339,"Truck fare for carrying Maize, L/C# 141722020274.",Carriage Inward-Import,Carriage Inword-Import,95510.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800230,BD-0339,"Truck fare for carrying Maize, L/C# 141722020274.",Bogra Plant Cash,Cash-in-Hand,0.0,95510.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800231,BD-0340,"Truck fare for carrying Maize, L/C# 074922020215.",Carriage Inward-Import,Carriage Inword-Import,23860.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800231,BD-0340,"Truck fare for carrying Maize, L/C# 074922020215.",Bogra Plant Cash,Cash-in-Hand,0.0,23860.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800232,BD-0341,"Truck fare for carrying Maize, L/C# 074922020211.",Carriage Inward-Import,Carriage Inword-Import,24920.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800232,BD-0341,"Truck fare for carrying Maize, L/C# 074922020211.",Bogra Plant Cash,Cash-in-Hand,0.0,24920.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800233,BD-0342,Labour bill payment for (383552 kg) maize unload.,Fac Loading & Unloading Exp.,Factory Overhead (Direct),26450.0,0.0000,Payment[Cash],19,group_19,fac loading & unloading exp.
2022-08-04,CPV220800233,BD-0342,Labour bill payment for (383552 kg) maize unload.,Bogra Plant Cash,Cash-in-Hand,0.0,26450.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800235,ND-0284,"Truck fare for carriage Maize, L/C No# 249022021506 ( 426010071679 ).",Carriage Inward-Import,Carriage Inword-Import,25060.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-04,CPV220800235,ND-0284,"Truck fare for carriage Maize, L/C No# 249022021506 ( 426010071679 ).",Nandigram Plant Cash,Cash-in-Hand,0.0,25060.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800237,ND-0285,For diesel 88 liters.,Fac Fuel Exp.No.3727[Tata Pickup],Fac Car Fuel Expenses,7080.0,0.0000,Payment[Cash],43,group_43,fac fuel exp.no.
2022-08-05,CPV220800237,ND-0285,For diesel 88 liters.,Nandigram Plant Cash,Cash-in-Hand,0.0,7080.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800238,ND-0286,Toll paid for Tata pick-up# 11-3727.,Fac Toll Exp for Others Vehicle,Factory Overhead (Indirect),2000.0,0.0000,Payment[Cash],37,group_37,fac toll exp for others vehicle
2022-08-05,CPV220800238,ND-0286,Toll paid for Tata pick-up# 11-3727.,Nandigram Plant Cash,Cash-in-Hand,0.0,2000.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800239,ND-0287,For canteen expenses.,Fac Canteen Expenses,Fac Canteen Expenses,4020.0,0.0000,Payment[Cash],5,group_5,fac canteen expenses
2022-08-05,CPV220800239,ND-0287,For canteen expenses.,Nandigram Plant Cash,Cash-in-Hand,0.0,4020.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800240,ND-0288,"Truck fare for carriage Maize, L/C No# 249022021506 ( 426010071679 ).",Carriage Inward-Import,Carriage Inword-Import,98220.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-05,CPV220800240,ND-0288,"Truck fare for carriage Maize, L/C No# 249022021506 ( 426010071679 ).",Nandigram Plant Cash,Cash-in-Hand,0.0,98220.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800241,ND-0289,"Truck fare for carriage Maize, L/C No# 074922020217.",Carriage Inward-Import,Carriage Inword-Import,49900.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-05,CPV220800241,ND-0289,"Truck fare for carriage Maize, L/C No# 074922020217.",Nandigram Plant Cash,Cash-in-Hand,0.0,49900.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800242,ND-0290,"Truck fare for carriage Maize, L/C No# 074922020211.",Carriage Inward-Import,Carriage Inword-Import,20850.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-05,CPV220800242,ND-0290,"Truck fare for carriage Maize, L/C No# 074922020211.",Nandigram Plant Cash,Cash-in-Hand,0.0,20850.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800243,ND-0291,"Truck fare for carriage Maize, L/C No# 141722020274.",Carriage Inward-Import,Carriage Inword-Import,31110.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-05,CPV220800243,ND-0291,"Truck fare for carriage Maize, L/C No# 141722020274.",Nandigram Plant Cash,Cash-in-Hand,0.0,31110.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-05,CPV220800244,ND-0292,"Transport cost to bring safety shoes, rubber, electric goods, paint, cloth, bearing, plastic jar, mobil, welding rod and MS plate.",Carriage Inward-Local,Local Purchase,7490.0,0.0000,Payment[Cash],8,group_8,carriage inward-local
2022-08-05,CPV220800244,ND-0292,"Transport cost to bring safety shoes, rubber, electric goods, paint, cloth, bearing, plastic jar, mobil, welding rod and MS plate.",Nandigram Plant Cash,Cash-in-Hand,0.0,7490.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-03,CPV220800273,C-0456,Paid to Mr. Moniruzzaman Sr. Officer Admin QFL For 120 Persons Lunch Bill Purpose.,Current Account with SH,"Current Account with Directors\', '27650.0000",0.0,Payment[Cash],,38,group_38,current account with sh
2022-08-03,CPV220800273,C-0456,Paid to Mr. Moniruzzaman Sr. Officer Admin QFL For 120 Persons Lunch Bill Purpose.,Head Office Cash,Cash-in-Hand,0.0,27650.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800274,C-0459,Paid to MR. Giyash Uddin Sr. Officer Credit Control Head Office QFL Bill for the Case Filling Arising CR Case No. 395/2015 against Md. Iqbal Khan.,Legal & Professional Fee,Administrative Expenses,15000.0,0.0000,Payment[Cash],25,group_25,legal & professional fee
2022-08-03,CPV220800274,C-0459,Paid to MR. Giyash Uddin Sr. Officer Credit Control Head Office QFL Bill for the Case Filling Arising CR Case No. 395/2015 against Md. Iqbal Khan.,Head Office Cash,Cash-in-Hand,0.0,15000.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800275,C-0467,Paid to MR. Sohel Costa Cook Head Office QFL For Mr.Rinku Advocate Supreme Court Dhaka Lunch bill 6 days,Entertainment-General,HO Entertainment,600.0,0.0000,Payment[Cash],39,group_39,entertainment-general
2022-08-03,CPV220800275,C-0467,Paid to MR. Sohel Costa Cook Head Office QFL For Mr.Rinku Advocate Supreme Court Dhaka Lunch bill 6 days,Head Office Cash,Cash-in-Hand,0.0,600.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800276,C-0468,Paid to Mr. Rajon Cook Head Office QFL for Rui Fish Purchase bill,Current Account with IBS,"Current Account with Directors\', '4390.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-03,CPV220800276,C-0468,Paid to Mr. Rajon Cook Head Office QFL for Rui Fish Purchase bill,Head Office Cash,Cash-in-Hand,0.0,4390.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800277,C-0469,For Cigarette Purchase bill,Top Managements\' Canteen Exp.,Canteen Expenses,1500.0,0.0000,Payment[Cash],40,group_40,top managements canteen exp.
2022-08-03,CPV220800277,C-0469,For Cigarette Purchase bill,Head Office Cash,Cash-in-Hand,0.0,1500.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800278,C-0470,For Postal bill,Postage & Courier,Administrative Expenses,10.0,0.0000,Payment[Cash],36,group_36,postage & courier
2022-08-03,CPV220800278,C-0470,For Postal bill,Head Office Cash,Cash-in-Hand,0.0,10.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800279,C-0471,For MIS Floor Photocopy Machine Servicing bill,Office Maintenance (HO-7),Office Maintenance,700.0,0.0000,Payment[Cash],41,group_41,office maintenance
2022-08-03,CPV220800279,C-0471,For MIS Floor Photocopy Machine Servicing bill,Head Office Cash,Cash-in-Hand,0.0,700.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800280,C-0472,For Board Meeting Purpose Flower Purchase bill,Office Maintenance (HO-1),Office Maintenance,2600.0,0.0000,Payment[Cash],41,group_41,office maintenance
2022-08-03,CPV220800280,C-0472,For Board Meeting Purpose Flower Purchase bill,Head Office Cash,Cash-in-Hand,0.0,2600.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800281,C-0473,For Board Meeting Purpose Sweet Purchase bill,Entertainment-Top Management,HO Entertainment,3940.0,0.0000,Payment[Cash],39,group_39,entertainment-top management
2022-08-03,CPV220800281,C-0473,For Board Meeting Purpose Sweet Purchase bill,Head Office Cash,Cash-in-Hand,0.0,3940.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800282,C-0474,"For Bus,Rickshaw fare",Conveyance Allowances,Administrative Expenses,1160.0,0.0000,Payment[Cash],42,group_42,conveyance allowances
2022-08-03,CPV220800282,C-0474,"For Bus,Rickshaw fare",Head Office Cash,Cash-in-Hand,0.0,1160.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800283,C-0475,For Tiffin bill,HO Canteen Expenses,Canteen Expenses,780.0,0.0000,Payment[Cash],5,group_5,ho canteen expenses
2022-08-03,CPV220800283,C-0475,For Tiffin bill,Head Office Cash,Cash-in-Hand,0.0,780.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800284,C-0476,For Mum Water Purchase bill & Octane Filling bill,Fuel Exp.No.22-0616 [AXIO],Fuel Expenses-General,2370.0,0.0000,Payment[Cash],43,group_43,fuel exp.no. -
2022-08-03,CPV220800284,C-0476,For Mum Water Purchase bill & Octane Filling bill,Fuel Exp. No.17-6762 [Haval Jeep],"Fuel Expenses-Top Managements\', '4462.0000",0.0,Payment[Cash],,43,group_43,fuel exp. no. -
2022-08-03,CPV220800284,C-0476,For Mum Water Purchase bill & Octane Filling bill,Car Maint. No.17-6762 [Haval Jeep],"Car Maintenance-Top Managements\', '90.0000",0.0,Payment[Cash],,44,group_44,car maint. no. -
2022-08-03,CPV220800284,C-0476,For Mum Water Purchase bill & Octane Filling bill,Head Office Cash,Cash-in-Hand,0.0,6922.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800285,C-0398,"Total Bill tk. 14,444/- Total Adv. tk. 13,500/- Excess tk. 944/- adjusted  For the Month of October-2021",Adv Ag Rangpur Depot Exp.,Advance Ag Depot Exp.,944.0,0.0000,Payment[Cash],45,group_45,adv ag rangpur depot exp.
2022-08-01,CPV220800285,C-0398,"Total Bill tk. 14,444/- Total Adv. tk. 13,500/- Excess tk. 944/- adjusted  For the Month of October-2021",Head Office Cash,Cash-in-Hand,0.0,944.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800286,C-0399,Paid to MR. MD. Fahad Ibna Doha as Advance Miscellaneous For Approved NOC Purpose. QFL-MISC./NOC/03/JUL/2022.,"Adv to Fahad Ibna Doha-Commercial,HO",Advance to Employee of HO,6000.0,0.0000,Payment[Cash],46,group_46,adv to fahad ibna doha-commercial ho
2022-08-01,CPV220800286,C-0399,Paid to MR. MD. Fahad Ibna Doha as Advance Miscellaneous For Approved NOC Purpose. QFL-MISC./NOC/03/JUL/2022.,Head Office Cash,Cash-in-Hand,0.0,6000.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800287,C-0402,"Paid to Mr. Moniruzzaman Officer Admin QFL Head Office for Banani Grave Staff Salary July-2022 tk. 13,00/-, Purbachal Plant Staff Salary July\'22 tk. 14,000/- Generator Diesel Purchase  bill  102 ltrs tk. 2,520/- for 3 Month .",Current Account with SH,"Current Account with Directors\', '17820.0000",0.0,Payment[Cash],,38,group_38,current account with sh
2022-08-01,CPV220800287,C-0402,"Paid to Mr. Moniruzzaman Officer Admin QFL Head Office for Banani Grave Staff Salary July-2022 tk. 13,00/-, Purbachal Plant Staff Salary July\'22 tk. 14,000/- Generator Diesel Purchase  bill  102 ltrs tk. 2,520/- for 3 Month .",Head Office Cash,Cash-in-Hand,0.0,17820.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800288,C-0403,For Feather Pillow & Down Comforter Purchase bill from Alliance Feather Products Ltd.Received by MR. Moniruzzaman.,Current Account with SH,"Current Account with Directors\', '15350.0000",0.0,Payment[Cash],,38,group_38,current account with sh
2022-08-01,CPV220800288,C-0403,For Feather Pillow & Down Comforter Purchase bill from Alliance Feather Products Ltd.Received by MR. Moniruzzaman.,Head Office Cash,Cash-in-Hand,0.0,15350.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800289,C-0404,"Gas bill For the Month of July-2022 to December-2022. House # 250, Road # 01, Block # B- Basundhara,Dhaka,",Directors\' Apt. Service Charge-MD,Utility Expense of MD,23613.0,0.0000,Payment[Cash],47,group_47,directors apt. service charge-md
2022-08-01,CPV220800289,C-0404,"Gas bill For the Month of July-2022 to December-2022. House # 250, Road # 01, Block # B- Basundhara,Dhaka,",Head Office Cash,Cash-in-Hand,0.0,23613.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800290,C-0405,For the Month of July-2022 to December-2022.,Gas Bill (Off-1),Gas Bill,6585.0,0.0000,Payment[Cash],48,group_48,gas bill
2022-08-01,CPV220800290,C-0405,For the Month of July-2022 to December-2022.,Head Office Cash,Cash-in-Hand,0.0,6585.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800291,C-0406,Paid to MR.Moniruzzaman Sr.Officer Admin QFL Head Office for b.kash Load Cell-01715728760,Current Account with IBS,"Current Account with Directors\', '4800.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-01,CPV220800291,C-0406,Paid to MR.Moniruzzaman Sr.Officer Admin QFL Head Office for b.kash Load Cell-01715728760,Head Office Cash,Cash-in-Hand,0.0,4800.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800292,C-0407,Paid to MR.Moniruzzaman Sr.Officer Admin QFL Head Office for Mr. Monir at Gazipur Factory Plumber.,Current Account with IBS,"Current Account with Directors\', '1050.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-01,CPV220800292,C-0407,Paid to MR.Moniruzzaman Sr.Officer Admin QFL Head Office for Mr. Monir at Gazipur Factory Plumber.,Head Office Cash,Cash-in-Hand,0.0,1050.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800293,C-0408,"Paid to MR. Moniruzzman Sr. Officer Admin QFL Head Office For Basil,Seed Purchase bill",Agri & Gardening Expenses,Administrative Expenses,740.0,0.0000,Payment[Cash],13,group_13,agri & gardening expenses
2022-08-01,CPV220800293,C-0408,"Paid to MR. Moniruzzman Sr. Officer Admin QFL Head Office For Basil,Seed Purchase bill",Head Office Cash,Cash-in-Hand,0.0,740.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800294,C-0409,"Paid to MR. Moniruzzman Sr. Officer Admin QFL Head Office For Self Starter Reparing Charge for 50 KVA Perkins Generator Set Servicing bill from JS Power Solution.BD at House # 250, Road # 01,Block : B, Bashundhara,Dhaka.",Directors\' Apt. Service Charge-MD,Utility Expense of MD,6500.0,0.0000,Payment[Cash],47,group_47,directors apt. service charge-md
2022-08-01,CPV220800294,C-0409,"Paid to MR. Moniruzzman Sr. Officer Admin QFL Head Office For Self Starter Reparing Charge for 50 KVA Perkins Generator Set Servicing bill from JS Power Solution.BD at House # 250, Road # 01,Block : B, Bashundhara,Dhaka.",Head Office Cash,Cash-in-Hand,0.0,6500.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800295,C-0410,Paid to MR. Robbin Supporting Staff for Head Office For daraz bill,Current Account with IBS,"Current Account with Directors\', '6334.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-01,CPV220800295,C-0410,Paid to MR. Robbin Supporting Staff for Head Office For daraz bill,Head Office Cash,Cash-in-Hand,0.0,6334.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800296,C-0411,"Paid to MR. Khairul Bashar for MS Shaft,Fiber Glass,Aluminium,Welding Black Glass Transport Bill from New Gazipur Transport,M/S. Sagor Transport,New Sadia Transport.",Repairs & Maint-Fac P&M,Fac Repairs Maintenance,1580.0,0.0000,Payment[Cash],3,group_3,repairs & maint-fac p&m
2022-08-01,CPV220800296,C-0411,"Paid to MR. Khairul Bashar for MS Shaft,Fiber Glass,Aluminium,Welding Black Glass Transport Bill from New Gazipur Transport,M/S. Sagor Transport,New Sadia Transport.",Repairs & Maint-Electrical,Fac Repairs Maintenance,400.0,0.0000,Payment[Cash],3,group_3,repairs & maint-electrical
2022-08-01,CPV220800296,C-0411,"Paid to MR. Khairul Bashar for MS Shaft,Fiber Glass,Aluminium,Welding Black Glass Transport Bill from New Gazipur Transport,M/S. Sagor Transport,New Sadia Transport.",Head Office Cash,Cash-in-Hand,0.0,1980.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800297,C-0412,Paid to MR. Jalal Uddin for Hammer Screen Purchase bill from Al Noor Enterprise.,Consumables,Local Purchase,46000.0,0.0000,Payment[Cash],49,group_49,consumables
2022-08-01,CPV220800297,C-0412,Paid to MR. Jalal Uddin for Hammer Screen Purchase bill from Al Noor Enterprise.,Head Office Cash,Cash-in-Hand,0.0,46000.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800298,C-0413,"Paid to MR. Shakil from QIAL For Chicken Boneless Breast,Beef T-Bone Steak,Beef Sirloin etc Purchase bill",Current Account with IBS,"Current Account with Directors\', '5265.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-01,CPV220800298,C-0413,"Paid to MR. Shakil from QIAL For Chicken Boneless Breast,Beef T-Bone Steak,Beef Sirloin etc Purchase bill",Head Office Cash,Cash-in-Hand,0.0,5265.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800299,C-0414,"Paid to MR. Shakil from QIAL For Pro. Mr. Zahidur Rahman  Gift Purpose Brown Premium Egg,Quality Omega 3 Purchase bill",Donation & Gifts,Administrative Expenses,500.0,0.0000,Payment[Cash],50,group_50,donation & gifts
2022-08-01,CPV220800299,C-0414,"Paid to MR. Shakil from QIAL For Pro. Mr. Zahidur Rahman  Gift Purpose Brown Premium Egg,Quality Omega 3 Purchase bill",Head Office Cash,Cash-in-Hand,0.0,500.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800300,C-0415,Paid to MR. Kamal For Box Egg Purchase bill from QIAL.,Current Account with IBS,"Current Account with Directors\', '1815.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-01,CPV220800300,C-0415,Paid to MR. Kamal For Box Egg Purchase bill from QIAL.,Head Office Cash,Cash-in-Hand,0.0,1815.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800301,C-0416,Paid to MR. Kamal For Box Egg Purchase bill from QIAL.,Current Account with SH,"Current Account with Directors\', '2520.0000",0.0,Payment[Cash],,38,group_38,current account with sh
2022-08-01,CPV220800301,C-0416,Paid to MR. Kamal For Box Egg Purchase bill from QIAL.,Head Office Cash,Cash-in-Hand,0.0,2520.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800302,C-0418,"Paid to Mr. Faruk Hossain Salary Advance tk. 60,000/- for the Month of August-2022( Pay tk. 5,000/- Per Month 1st Pay August-2022 to July-2023)",Adv Ag Salary & Allowances,Advance to Others,60000.0,0.0000,Payment[Cash],31,group_31,adv ag salary & allowances
2022-08-01,CPV220800302,C-0418,"Paid to Mr. Faruk Hossain Salary Advance tk. 60,000/- for the Month of August-2022( Pay tk. 5,000/- Per Month 1st Pay August-2022 to July-2023)",Head Office Cash,Cash-in-Hand,0.0,60000.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800303,C-0419,Paid to MR. Hasan Ali Sr. Supervisor  For TA & DA bill.,Travelling Allow-Inland,Administrative Expenses,2510.0,0.0000,Payment[Cash],51,group_51,travelling allow-inland
2022-08-01,CPV220800303,C-0419,Paid to MR. Hasan Ali Sr. Supervisor  For TA & DA bill.,Dearness Allowance,Administrative Expenses,3290.0,0.0000,Payment[Cash],42,group_42,dearness allowance
2022-08-01,CPV220800303,C-0419,Paid to MR. Hasan Ali Sr. Supervisor  For TA & DA bill.,Head Office Cash,Cash-in-Hand,0.0,5800.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800304,C-0420,"Paid to  MR. Shakil Alam For Apple,Mango,Guava,Milk etc Purchase bill.",Top Managements\' Canteen Exp.,Canteen Expenses,3830.0,0.0000,Payment[Cash],40,group_40,top managements canteen exp.
2022-08-01,CPV220800304,C-0420,"Paid to  MR. Shakil Alam For Apple,Mango,Guava,Milk etc Purchase bill.",Head Office Cash,Cash-in-Hand,0.0,3830.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800305,C-0421,For Courrier bill,Postage & Courier,Administrative Expenses,40.0,0.0000,Payment[Cash],36,group_36,postage & courier
2022-08-01,CPV220800305,C-0421,For Courrier bill,Head Office Cash,Cash-in-Hand,0.0,40.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800306,C-0422,For Dinner bill,Dearness Allowance,Administrative Expenses,440.0,0.0000,Payment[Cash],42,group_42,dearness allowance
2022-08-01,CPV220800306,C-0422,For Dinner bill,Head Office Cash,Cash-in-Hand,0.0,440.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800307,C-0423,For Octane Filling bill & Mum Water Purchase bill,Fuel Exp.No.22-4923[Premio]-Sr.GM,Fuel Expenses-General,4330.0,0.0000,Payment[Cash],43,group_43,fuel exp.no. - -sr.gm
2022-08-01,CPV220800307,C-0423,For Octane Filling bill & Mum Water Purchase bill,Fuel Exp.No.22-0616 [AXIO],Fuel Expenses-General,2500.0,0.0000,Payment[Cash],43,group_43,fuel exp.no. -
2022-08-01,CPV220800307,C-0423,For Octane Filling bill & Mum Water Purchase bill,Car Maint.No.22-4923[Premio]-Sr.GM,Car Maintenance-General,90.0,0.0000,Payment[Cash],44,group_44,car maint.no. - -sr.gm
2022-08-01,CPV220800307,C-0423,For Octane Filling bill & Mum Water Purchase bill,Head Office Cash,Cash-in-Hand,0.0,6920.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800308,C-0424,"For Photocopy,Scan bill",Office Maintenance (HO-7),Office Maintenance,304.0,0.0000,Payment[Cash],41,group_41,office maintenance
2022-08-01,CPV220800308,C-0424,"For Photocopy,Scan bill",Head Office Cash,Cash-in-Hand,0.0,304.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800309,C-0425,For Tiffin bill,HO Canteen Expenses,Canteen Expenses,4260.0,0.0000,Payment[Cash],5,group_5,ho canteen expenses
2022-08-01,CPV220800309,C-0425,For Tiffin bill,Head Office Cash,Cash-in-Hand,0.0,4260.0000,Payment[Cash],12,group_12,head office cash
2022-08-01,CPV220800310,C-0426,"For Bus,Rickshaw fare",Conveyance Allowances,Administrative Expenses,1650.0,0.0000,Payment[Cash],42,group_42,conveyance allowances
